,special,type,interaction_time,x,y
343745045,False,normal,30000000,273.8386509533731,858.5694053967451
343745047,False,normal,30000000,283.72041774461326,806.7096156028053
343745050,False,normal,30000000,395.44083548916615,789.3955630639005
343745053,False,normal,30000000,346.9109897480431,780.2532950631116
343745054,False,normal,30000000,281.4149659864493,871.3960925713342
343745056,False,normal,30000000,281.9924992129939,858.0449809159045
343759854,False,normal,30000000,264.67145731536914,774.4743798249153
343759856,False,normal,30000000,264.49746095624397,773.3414020179886
343759857,False,normal,30000000,330.9828494778554,837.818877640352
343759858,False,normal,30000000,265.3622688512225,769.1375612680426
343759860,False,normal,30000000,306.52103094761486,828.2305906809391
343759862,True,market,6,307.24920954300995,828.8438667490148
343759863,False,normal,30000000,288.88397048965123,804.8244010472305
343759864,False,normal,30000000,292.9332183578173,824.0444001787146
343759865,False,normal,30000000,277.7204177446321,803.6774151071871
343759866,False,normal,30000000,264.2970202165673,769.2812847139026
343759870,False,normal,30000000,330.4359490275155,837.4028360866212
343759872,False,normal,30000000,315.58244706333164,816.8727963455484
343759873,False,normal,30000000,293.4776276708417,821.4932389745265
343759874,False,normal,30000000,320.41327329055184,850.1321200422194
343759875,False,normal,30000000,264.82705758363926,769.4765580896138
343762504,False,normal,30000000,243.22448979593582,784.5207327374085
343762508,False,normal,30000000,245.8076075500935,790.5716859208198
343763899,False,normal,30000000,394.4554948740239,795.0573703091911
343763900,False,normal,30000000,377.2735460381685,783.060244778102
343763901,False,normal,30000000,391.8489987544346,786.6620159664716
343763903,False,normal,30000000,388.5076171313791,785.5508908472118
343763904,False,normal,30000000,359.8443997317462,807.4514863329514
343763905,False,normal,30000000,348.12302385742413,774.677777917846
343763906,False,normal,30000000,376.8734310625817,782.7781209770307
343763907,False,normal,30000000,285.0512599406633,827.6792305612402
575221326,False,normal,30000000,403.1363418607265,802.6234431710965
705913258,False,normal,30000000,535.61119095531,871.8191381916183
705913259,False,normal,30000000,536.9083069847698,873.8786139232179
705913260,False,normal,30000000,514.7323943662294,870.7870189431748
705913261,False,normal,30000000,513.1156462585275,869.5150804556855
705913262,False,normal,30000000,511.88253329501384,869.2315558413053
705913263,False,normal,30000000,510.42540960045744,868.4703538874539
705913264,False,normal,30000000,508.6022803487467,866.6224009659812
705913265,False,normal,30000000,524.316374437099,865.7763097254032
705913266,False,normal,30000000,520.8661492766365,866.567489084128
705913267,False,normal,30000000,523.1120053655447,854.6829889433527
705913268,False,normal,30000000,528.8927852831247,849.0463963376976
705913269,False,normal,30000000,520.0385168151831,844.3615162963315
705913270,False,normal,30000000,518.5495832136291,835.9689635802391
705913271,False,normal,30000000,518.3249976047001,832.8300211102375
705913272,True,market,3,493.9386796972276,820.1459367308455
705913273,False,normal,30000000,497.6661876017871,820.7185892128798
705913274,False,normal,30000000,503.7330650570357,850.5808472398973
705913275,False,normal,30000000,501.93829644536015,846.3215342827865
705913276,False,normal,30000000,499.5489125227535,852.8193469127989
705913277,False,normal,30000000,479.9697231005298,855.6643987499089
705913278,False,normal,30000000,480.10635240011334,854.1335899623239
205604282,False,normal,30000000,562.4878796589803,495.3939857481071
205604284,False,normal,30000000,569.2756539235306,502.6317079696456
205604286,False,normal,30000000,562.4878796589803,496.8413060623041
205604977,False,normal,30000000,573.2476765353795,507.37542217008547
340924551,False,normal,30000000,92.40413912047367,197.7099503971936
340924560,False,normal,30000000,100.2634856759897,188.82207009389867
340924599,False,normal,30000000,100.46699243078609,189.92142838132767
340924641,False,normal,30000000,103.680942799672,188.85905156535512
340924646,False,normal,30000000,103.91836734699345,190.02592905441537
340924709,False,normal,30000000,108.68672351573214,189.42264545462433
340924766,False,normal,30000000,89.50062278433451,186.25325864198967
340924771,False,normal,30000000,92.67318194885782,179.33352104232614
340924813,False,normal,30000000,93.7085369359178,179.2589977741316
340924872,True,market,5,109.13940787584109,172.8399108522496
340924894,False,normal,30000000,86.05576315037248,132.85705680719033
340924987,False,normal,30000000,89.19785378944178,142.73419147157196
340925260,True,market,3,94.32269809339456,220.93935739090594
340925274,False,normal,30000000,95.96014180325069,214.95872503575316
340925344,False,normal,30000000,102.31292517009682,219.19730595582973
340925397,False,normal,30000000,102.9406917697052,220.18628015427058
340925449,False,normal,30000000,95.75376065924199,216.43518226683628
340925959,False,normal,30000000,144.7580722430023,167.71965803345716
340926473,False,normal,30000000,145.48663409029413,168.45172307042262
340926480,False,normal,30000000,146.1441027115357,169.08320971157065
340926501,True,market,3,147.28121107603477,169.86626435309915
340926533,True,market,6,149.22093407003115,170.82856084020997
340926577,True,market,4,153.0633323752399,172.2092646990888
340926598,True,market,3,153.7980262527714,172.7995674288643
340926686,True,market,5,158.78547475331985,172.63735324730595
340926717,False,normal,30000000,160.1441027115191,174.57327724478816
340926726,False,normal,30000000,160.5113218996798,175.40353929492576
340926822,False,normal,30000000,157.8108651911786,181.02850515008961
340926877,False,normal,30000000,163.26051547385782,177.4956539767098
340926977,False,normal,30000000,163.08077033630803,176.58540548641938
340927023,False,normal,30000000,166.71629778672843,177.4188894071995
340927028,False,normal,30000000,166.84372904095252,176.4355184620132
340927044,False,normal,30000000,170.4221519593783,183.84385974498184
340927056,False,normal,30000000,170.34955766346476,185.33203711408646
340927143,True,market,4,167.54220561465996,216.97729701864608
340927439,False,normal,30000000,171.4006259781205,215.37808184766502
340927519,False,normal,30000000,172.20216537323174,216.08329796279796
340927843,False,normal,30000000,180.3854875283599,199.24561533760956
340927871,False,normal,30000000,180.831656606337,197.7222308605632
340927911,False,normal,30000000,179.80626616845726,202.72262075361527
340927957,False,normal,30000000,179.19536265211676,150.049518750588
340928010,False,normal,30000000,170.94107502160688,125.03267397052082
340928774,False,normal,30000000,153.6843920666954,56.51385194245553
340929379,False,normal,30000000,154.03468429624485,54.57484615568033
340929394,False,normal,30000000,152.68436012904274,53.53885132375911
340929465,False,normal,30000000,153.190763629464,43.70145306366869
340942080,False,normal,30000000,111.87514698585416,55.69557321345914
340942081,False,normal,30000000,110.73507712946503,60.59274014495527
340942082,False,normal,30000000,126.87017342152026,101.29028914187481
340942083,False,normal,30000000,113.41841525347465,42.78167904285341
340942087,False,normal,30000000,114.86212513177982,94.48513807116522
340942089,False,normal,30000000,112.53291175628752,76.10142448707869
340942093,False,normal,30000000,99.44965028268437,69.9145924123678
340942095,False,normal,30000000,99.07540480984457,88.42437919456329
340942097,False,normal,30000000,121.74015521705618,87.32838285909304
340942098,False,normal,30000000,113.84018396091668,41.76244727690344
340942101,False,normal,30000000,116.76267126574244,50.06086533842007
340942103,False,normal,30000000,113.68017629590159,76.36169560047298
340942105,False,normal,30000000,98.30487688035855,89.54082740441184
340942107,False,normal,30000000,110.83836351443979,42.621768420981034
340972368,False,normal,30000000,285.27239628249396,354.67696544614927
340972369,False,normal,30000000,292.57181182337,346.1247200124404
340972512,False,normal,30000000,286.7666954106029,355.76623787772206
340978020,False,normal,30000000,327.16470250072746,312.5040798687796
340978021,False,normal,30000000,338.90907348861145,292.828536248147
340978022,False,normal,30000000,331.2787199386877,304.315205408274
340978023,False,normal,30000000,338.43901504269195,288.1372124655689
340978024,False,normal,30000000,330.5633802817124,305.2680386232256
340978025,True,market,4,327.51921050114146,311.452349233965
340978026,False,normal,30000000,327.975855130837,310.23560279097467
340979840,False,normal,30000000,337.06467375683343,330.24482014257313
340979841,False,normal,30000000,336.84142952958405,332.87834916952596
340979842,True,market,3,337.368784133433,331.79580064184086
340979843,False,normal,30000000,336.6168439207096,331.7624612850188
341356260,False,normal,30000000,278.0842196033696,186.41165560724875
341356261,False,normal,30000000,282.81191913386414,184.57312315532005
341356262,False,normal,30000000,282.74197566353143,189.92815228522522
341356263,False,normal,30000000,276.43240394751,180.1473935767102
341356264,False,normal,30000000,282.16460668779206,192.25574368478956
341356265,False,normal,30000000,281.17370892024167,196.368251406787
341356266,False,normal,30000000,291.09763341958353,196.22732958756436
341356267,False,normal,30000000,292.01494682382264,197.8912156398116
341356268,False,normal,30000000,292.56069751849935,195.7081881740645
341356269,False,normal,30000000,292.4135287918224,194.36620902095237
341356270,False,normal,30000000,280.48561208525354,197.76962504429935
341356271,False,normal,30000000,268.7207051835079,195.0638140504429
341356272,False,normal,30000000,269.9591836734676,195.4692094229859
341356273,False,normal,30000000,270.10865191147093,196.66774529292368
341356274,False,normal,30000000,266.23225064673966,201.49270666549555
341356275,False,normal,30000000,264.5446009389766,211.66149066147332
341356276,False,normal,30000000,259.5699913768479,210.90645228620778
341356277,False,normal,30000000,259.58283031526764,212.46555750270164
341356278,False,normal,30000000,286.65229472073327,206.4403792842176
341356279,False,normal,30000000,287.83405193067676,207.17552611046614
341356280,False,normal,30000000,287.278145060885,205.6769360290702
341356281,False,normal,30000000,287.4741784037894,204.64873905791686
341356282,False,normal,30000000,255.96397432215318,216.23402547519134
341356283,False,normal,30000000,256.1454440931432,243.67427728539283
341356284,False,normal,30000000,257.5853214525349,243.53671741812892
341356285,False,normal,30000000,260.89470154260374,247.0698487541943
341356286,False,normal,30000000,277.44409313020907,245.36001602529717
341356287,False,normal,30000000,276.9380090064002,242.3835678995294
341356288,False,normal,30000000,274.5275736049267,270.3509657707274
341356289,False,normal,30000000,275.1773498131846,270.20820288260404
341356290,False,normal,30000000,274.91271438154547,272.52822989027374
341356291,True,market,3,276.4570278815993,268.9934175782538
341356292,False,normal,30000000,277.4634473507924,269.44588027809965
341356293,False,normal,30000000,284.01820446490234,270.92317799715
341356294,False,normal,30000000,284.1990993580607,273.4188669941831
341356295,False,normal,30000000,285.0846028552751,274.7510404540946
341356296,False,normal,30000000,285.131742838035,275.5772401456358
341356297,False,normal,30000000,284.2945290792981,283.39293793976765
341356298,False,normal,30000000,284.2167289451494,281.42983816404944
341356299,False,normal,30000000,285.68994921915305,281.86465061615417
341356300,False,normal,30000000,286.2489221040919,282.459996273833
341356301,False,normal,30000000,287.3896713615423,282.8656718090516
341356302,False,normal,30000000,285.97451374917995,280.84906096478886
341356304,False,normal,30000000,291.5521701638603,284.15694152025645
341356305,False,normal,30000000,292.97422631028314,283.79357054706315
341356354,False,normal,30000000,290.9431829070038,282.30926876143957
341356355,False,normal,30000000,291.74954488838995,282.44010472480596
341356356,False,normal,30000000,292.70269234458345,282.2042077630403
341356415,False,normal,30000000,293.2549583213694,280.6865666205748
341356416,False,normal,30000000,294.07320111141973,280.96813009633456
341356417,False,normal,30000000,301.70393791321305,277.27166392807777
341356418,False,normal,30000000,308.56711698765923,282.54637976143493
341356420,False,normal,30000000,310.8678739101624,283.490434546302
341356421,False,normal,30000000,311.17543355375136,281.87921907459224
341356422,False,normal,30000000,314.3008527354875,281.35727603445514
341356423,False,normal,30000000,317.8756347609619,284.4645601235993
341356425,False,normal,30000000,320.05997892113066,281.72512961026996
341356656,False,normal,30000000,305.3856472166377,287.7346187196332
341356657,False,normal,30000000,305.1415157612451,286.568861881206
341356660,False,normal,30000000,309.55050028061527,282.43398116946787
341356664,False,normal,30000000,319.36131072148845,283.00127053768546
341357526,False,normal,30000000,323.02883970489546,281.8388756512269
341357527,False,normal,30000000,319.3628437290756,277.5086815404964
341357528,False,normal,30000000,320.6693494299112,276.6166436232884
341357529,False,normal,30000000,324.23627479162406,274.1968787077784
341357530,False,normal,30000000,325.4396857334771,273.65644493194293
341357531,False,normal,30000000,327.4427517485907,274.8429338073844
341357532,False,normal,30000000,329.67883491425357,275.8691696398977
341357533,False,normal,30000000,334.10941841525465,272.74871790561417
341357534,False,normal,30000000,337.22084890296236,260.22012380389293
341357535,False,normal,30000000,336.9270863275216,259.4426724156091
341357536,False,normal,30000000,336.53214525250047,256.21379773096754
341357537,False,normal,30000000,335.5828303152475,254.00023253501573
341357538,False,normal,30000000,335.7943853597947,253.03171021095318
341357539,False,normal,30000000,336.84487879662794,251.33784675382267
341357540,False,normal,30000000,271.21395036891806,264.94674808193315
341357541,False,normal,30000000,271.8565360416418,264.70445407270165
341357542,False,normal,30000000,272.93935038806507,262.2185240750733
341357543,False,normal,30000000,273.62690428289113,262.1753790250706
341357544,False,normal,30000000,272.6796972310297,260.4478960484523
341357545,False,normal,30000000,271.7414965986473,258.55595758897
341357546,False,normal,30000000,268.5037846125147,258.12226578751813
341357547,False,normal,30000000,263.80741592410243,259.3471369477047
341357548,False,normal,30000000,263.84784899881834,257.9729390884533
341357549,False,normal,30000000,265.72769953051795,254.76619725412473
341357550,False,normal,30000000,268.47139982754953,256.299807668337
341357551,False,normal,30000000,261.55657756061754,258.43660829477847
341357552,False,normal,30000000,258.2611861646043,258.64084687569647
341357553,False,normal,30000000,259.00776085082725,257.5731469691351
341357554,False,normal,30000000,259.8599214333753,254.1868208682027
341357555,False,normal,30000000,259.707387180225,252.7705986095617
341357556,False,normal,30000000,255.6728945099081,254.73790082522584
341357557,False,normal,30000000,255.32030276900522,259.2555237570906
341357559,True,temple,4,264.17035546616404,250.38501353886105
341357560,False,normal,30000000,250.45357861455523,252.1545209148589
341357561,False,normal,30000000,254.7620963878872,250.79797330329876
341357562,False,normal,30000000,253.9043786528493,249.71654542627647
341357563,False,normal,30000000,247.81354795441933,247.5223114540401
341357564,False,normal,30000000,247.4713040145935,246.2117105191199
341357565,False,normal,30000000,246.80272108842684,244.61086106592217
341357566,False,normal,30000000,243.33352495927767,245.6922889429643
341357567,False,normal,30000000,236.61722717256552,246.536699207558
341357568,False,normal,30000000,231.6492606432373,242.41564652437566
341357569,False,normal,30000000,231.1963207818729,242.02916213153952
341357570,False,normal,30000000,227.04033726166398,236.68617999610086
341357571,False,normal,30000000,224.00038325193054,227.53774841673595
341357572,False,normal,30000000,224.44303918757032,226.4050507724849
341357573,False,normal,30000000,234.96656127242014,223.25069935604793
341357574,False,normal,30000000,237.3509629203959,229.16829511215118
341357575,False,normal,30000000,241.71943223970402,232.38892500985693
341482185,False,normal,30000000,74.94318290697223,88.65943566836168
341482186,False,normal,30000000,110.6814218645687,71.06157835238123
341482187,False,normal,30000000,119.26722238193065,82.1333266094304
341529188,False,normal,30000000,370.047906486593,166.56959030413083
341529521,False,normal,30000000,369.6876497077816,164.64991574109095
341529996,False,normal,30000000,375.0466609179468,166.19809461374126
341530355,False,normal,30000000,375.9007377598972,168.32817133629516
341530596,False,normal,30000000,376.356424259837,167.332193071301
341530756,False,normal,30000000,377.72597489699933,169.1518495638548
341531213,False,normal,30000000,376.68544600942806,169.24822551973634
341531338,False,normal,30000000,372.2148126856622,167.9754465442697
341531663,False,normal,30000000,374.9922391492025,168.7764315961851
341531972,False,normal,30000000,382.23455015813835,174.29899799824742
341532029,True,market,4,383.1449650282625,175.5866255948178
341532402,False,normal,30000000,245.11717926610967,228.2199444997813
341534402,False,normal,30000000,244.41969275974103,225.28533399824946
341534403,False,normal,30000000,245.7664079716385,225.0835234937411
341534404,False,normal,30000000,247.82926128199688,225.18326140157137
341534405,False,normal,30000000,244.1343297883101,222.15358236991477
341534406,False,normal,30000000,241.5538947974027,220.60428284662152
341534407,False,normal,30000000,239.93350579672205,218.85494718232627
341534408,False,normal,30000000,236.19545846509627,214.0725705344555
341534410,False,normal,30000000,224.25601226409063,214.1921999913227
341534412,False,normal,30000000,224.4399731723416,212.86731076063015
341534413,False,normal,30000000,243.92162498807255,235.36521304269846
341942366,False,normal,30000000,390.792181661427,449.4481495956561
341942368,False,normal,30000000,329.5538947973449,371.49597056051726
341942369,False,normal,30000000,391.58762096387727,451.60063933119847
341942373,False,normal,30000000,339.2405863754363,383.0781751885187
341942377,False,normal,30000000,334.565104915249,385.77698211581685
341942382,False,normal,30000000,388.7714860592519,450.81114094843804
341942383,False,normal,30000000,340.0304685254785,379.08949936332436
341942385,False,normal,30000000,342.77410494720306,362.2353805286014
341942386,False,normal,30000000,341.4511832902489,377.55504846114485
341942389,False,normal,30000000,334.41122928047355,382.1808141807118
342074600,False,normal,30000000,138.33630353552456,232.07134062036738
342077123,False,normal,30000000,199.51480310438893,202.13624030112996
342085160,False,normal,30000000,444.8387467663497,227.24834038643561
342085161,True,market,5,445.0788540768669,226.49610363776756
342085162,False,normal,30000000,445.80396665711487,224.195688016479
342085163,False,normal,30000000,446.7580722430096,218.54396662702464
342085164,False,normal,30000000,448.3799942512502,218.30414738798873
342085165,False,normal,30000000,448.460860400546,210.72182509166095
342085166,False,normal,30000000,448.44016479836466,209.24256623396053
342085167,False,normal,30000000,449.0813452141426,209.91747808779684
342085168,False,normal,30000000,449.2087764683667,207.75126038179354
342085169,False,normal,30000000,449.3670594998872,205.63799341899352
342085353,False,normal,30000000,497.8388425792872,215.71712536300728
342085354,False,normal,30000000,497.5600268276031,214.61160349699225
342085532,False,normal,30000000,490.93475136535625,216.69545338023053
342085533,False,normal,30000000,490.76727028839457,215.5252139392215
342085534,False,normal,30000000,491.18520647700495,214.5894706466595
342085729,True,market,6,481.1265689374818,196.96527804044018
342085730,False,normal,30000000,474.5808182428238,197.859557258954
342086199,False,normal,30000000,485.32049439498223,173.53359360444992
342086200,False,normal,30000000,485.29577464792555,172.29163252183383
342086420,False,normal,30000000,456.13816230718595,164.3266080286372
342086421,False,normal,30000000,456.0390916930517,163.53963110982846
342086523,False,normal,30000000,455.4333620772224,160.03367555202888
342086625,False,normal,30000000,456.3309380090357,160.6592787772665
342087381,False,normal,30000000,454.7504072051305,180.5628748051144
342087941,False,normal,30000000,457.9829452908063,140.6335318285898
342087942,False,normal,30000000,457.15301331799935,140.25951467422874
342088621,False,normal,30000000,459.6460668774474,144.03078427335572
342090378,False,normal,30000000,465.56270959089915,142.04527148463904
342090379,False,normal,30000000,467.0230909265374,146.75760746690693
342090380,False,normal,30000000,472.0375586854416,145.13574581401937
342090381,False,normal,30000000,472.8314649803864,144.38350906537121
342090383,False,normal,30000000,471.41554086428494,143.43235682638397
342090384,False,normal,30000000,470.44744658428016,143.61250141833906
342133595,False,normal,30000000,244.2180703267637,230.40185131487547
342133597,False,normal,30000000,241.83769282363605,229.61431407074525
342133600,False,normal,30000000,246.26003640895155,223.81466679553478
342133604,False,normal,30000000,206.70786624511902,132.36228954530918
342133607,False,normal,30000000,112.11727507905786,126.09925322642934
342133610,False,normal,30000000,115.1746670499725,127.61325225427045
342135629,False,normal,30000000,141.30133180032163,155.17789628657667
342135630,False,normal,30000000,121.7192679888584,131.30383500661685
342135631,False,normal,30000000,122.28763054517317,130.82027425123493
342135632,False,normal,30000000,101.23732873433734,117.94231730944693
342135633,False,normal,30000000,106.42387659293726,227.6355251859261
342135634,False,normal,30000000,105.68726645592183,228.61609450446517
342135643,False,normal,30000000,144.27958225548963,260.7277785482179
342135646,False,normal,30000000,131.33869885981287,245.422772461681
342135647,False,normal,30000000,130.21730382294587,245.67295771925882
342135648,False,normal,30000000,215.90054613397328,278.510543221391
342135649,False,normal,30000000,215.44715914535965,279.77267601569974
342135650,False,normal,30000000,224.85656797935403,277.0007466335057
342135651,False,normal,30000000,227.37127527071175,271.7208010971166
342135652,False,normal,30000000,224.1111430487943,277.9151975637122
342135653,False,normal,30000000,224.89412666483048,279.11821603624173
342135654,False,normal,30000000,215.06199099361123,283.24221042736434
342135655,False,normal,30000000,233.0027785762505,252.18814043433667
342135656,False,normal,30000000,241.8330938009291,259.69257751050117
342135657,False,normal,30000000,239.95458465080014,259.2345115574207
342135658,False,normal,30000000,252.2184535786082,259.3675888220731
342136008,False,normal,30000000,252.14180320014984,268.55412252353744
342136009,False,normal,30000000,251.471304014581,276.2389843543128
342136011,False,normal,30000000,250.216920571109,276.95984288477905
342136013,False,normal,30000000,260.40758838748155,277.87625495362556
342136014,True,temple,6,261.5241927757341,273.1571950674502
342136016,False,normal,30000000,261.2687553895088,276.6987312833975
342136017,False,normal,30000000,263.3143623647025,275.90867257528583
342136018,False,normal,30000000,264.54230142767756,276.1406472597912
342136019,False,normal,30000000,276.0228034876071,274.80623249860366
342136021,False,normal,30000000,275.69838076077747,279.8819394540449
342136429,False,normal,30000000,199.7101657564808,282.22395923073935
342136430,False,normal,30000000,202.20101561758358,290.0552060526244
342136431,False,normal,30000000,202.30257736900617,291.4263221226226
342136432,False,normal,30000000,202.47312446108756,292.8980165884283
342136433,False,normal,30000000,202.5543738622256,294.18760532363876
342136434,False,normal,30000000,203.82753664850384,298.64611393375424
342136435,False,normal,30000000,203.34310625665913,297.3257073056633
342136436,False,normal,30000000,204.03794193738793,288.982183055494
342136437,True,market,5,205.05547571145172,287.85508866448765
342136438,False,normal,30000000,208.40835489127457,295.9038817937777
342136702,False,normal,30000000,215.95017725404864,287.24181259640216
342136703,False,normal,30000000,216.73718501487855,288.58995532805045
342137012,False,normal,30000000,221.48510108271407,281.09112150514056
342137013,False,normal,30000000,221.44217687081877,282.77405861842755
342137627,False,normal,30000000,230.65363610234317,260.76532034499576
342137628,False,normal,30000000,239.67615215101281,252.6826275335521
342137629,False,normal,30000000,245.29903228899644,257.5949996568121
342137630,False,normal,30000000,245.9934847178557,256.22724553876265
342137631,False,normal,30000000,241.3068889527705,258.80782382251226
342137632,False,normal,30000000,248.87553894796548,225.2143594571075
342137633,False,normal,30000000,247.46632173998978,224.09342864467718
342137635,False,normal,30000000,246.88722813072837,223.05262435370597
342137638,False,normal,30000000,265.1524384401972,121.30286844541217
342137639,False,normal,30000000,264.9341764875516,122.66081687028097
342138329,False,normal,30000000,313.01121011786535,61.32844729650535
342138330,False,normal,30000000,314.5143240395186,60.936499731747496
342138331,False,normal,30000000,316.5216058254424,60.87122183141207
342138332,False,normal,30000000,315.61904761905254,68.78917899733578
342138333,False,normal,30000000,315.1647025007378,67.23595719677226
342138334,False,normal,30000000,318.1280061320401,68.13639999384225
342138335,False,normal,30000000,329.4283798026593,47.47328298811715
342138336,False,normal,30000000,337.69933889050225,36.328132113516375
342138337,False,normal,30000000,348.52237232921743,95.80134225932014
342138338,False,normal,30000000,349.48280157134093,98.04236339620354
342138339,False,normal,30000000,349.9317811631824,99.0786850845631
342138340,False,normal,30000000,334.56788349143034,92.43943700381224
342138341,False,normal,30000000,335.459231579964,92.25980604338275
342138342,False,normal,30000000,334.93340998372946,94.29182583408071
342138343,False,normal,30000000,336.7914151576391,99.20279714404192
342138892,False,normal,30000000,221.55178691196488,210.12143650604912
342138893,False,normal,30000000,201.11143048771402,202.96720275792856
342138894,False,normal,30000000,204.0787582638645,203.07170343102626
342138895,False,normal,30000000,205.30094854846948,203.18040654405988
342138896,True,market,4,208.2519881192381,205.27798439774907
342138897,False,normal,30000000,209.63648558015717,203.63875265978618
342138898,False,normal,30000000,216.37846124368156,209.51880661913142
342152836,False,normal,30000000,373.50081441027856,417.18797934080595
342152837,False,normal,30000000,372.096579476852,418.90145418430757
342152838,False,normal,30000000,373.2193158953987,418.82777140408024
342152839,False,normal,30000000,374.9615151225021,419.88912095695355
342152840,False,normal,30000000,374.2084251541246,420.08430094512954
342152841,False,normal,30000000,372.61361821724796,420.4879686479205
342152842,False,normal,30000000,373.00411995787283,421.2674278686171
342152843,False,normal,30000000,377.5600268276521,425.7231348520754
342152844,False,normal,30000000,363.1183290217573,438.9986426118958
342152845,False,normal,30000000,324.62316757692156,444.1079690868447
342152862,False,normal,30000000,394.69943470348176,454.93317420094047
342152863,False,normal,30000000,395.16853501967296,454.07167401392724
342152864,False,normal,30000000,396.14946823801586,453.95232471972577
342152865,False,normal,30000000,402.81096100416846,443.7373138844423
342152867,True,market,3,390.3803775031107,437.6283670298847
342152869,False,normal,30000000,406.1147839417748,466.05899385182585
342235963,False,normal,30000000,406.7055667337383,461.6671639553844
342236127,False,normal,30000000,427.95841716969665,439.27572348505385
342236128,False,normal,30000000,428.3451183290049,438.7916024043604
342236129,False,normal,30000000,429.49008335729275,437.89228025792346
342236170,False,normal,30000000,440.64884545364293,429.81547086236026
342236171,False,normal,30000000,458.2186452045786,433.8198357966655
342236245,False,normal,30000000,432.3610232825864,419.602421165727
342236727,False,normal,30000000,433.54680463737805,417.0935645235546
342236728,False,normal,30000000,433.92009198051676,415.11309466276106
342236729,False,normal,30000000,434.9797834627094,414.5659369830081
342236730,True,market,4,435.73862220946614,414.7696152386046
342236780,False,normal,30000000,431.0094854843552,387.49802135118335
342236782,False,normal,30000000,430.98534061515727,386.04033501850415
342236794,False,normal,30000000,429.40040241450714,385.3079898188929
342236814,False,normal,30000000,442.6122448979974,382.185857108625
342236815,False,normal,30000000,446.98399923353645,381.6810039909274
342236853,False,normal,30000000,445.526683913018,374.7985280253761
342236855,False,normal,30000000,444.4099517741574,372.6800002303562
342238647,False,normal,30000000,445.19919517106854,373.5918674382221
342238648,False,normal,30000000,448.9198045415404,375.9844565754861
342238649,False,normal,30000000,449.3601609658267,376.87733498070116
342238650,False,normal,30000000,449.08651911468115,377.47688307831584
342238651,False,normal,30000000,456.82533295008795,378.0601817415281
342238652,False,normal,30000000,452.4549199962013,376.25369289409366
342238653,False,normal,30000000,451.537989843859,378.8309092258845
342238654,False,normal,30000000,452.2081057775584,378.97015006913284
342238655,False,normal,30000000,452.34645971069114,378.41178588287073
342238656,False,normal,30000000,454.0751173709199,380.4342801430538
342238657,False,normal,30000000,453.03094759028835,379.57502125734646
342238658,False,normal,30000000,453.9210501101825,379.29485859489535
342238659,False,normal,30000000,455.0524096962569,381.0710898747708
342238660,False,normal,30000000,453.8189134809283,381.1943614462624
342238661,False,normal,30000000,454.6486538277733,381.78662531465807
342238662,False,normal,30000000,454.5009102232919,382.3236971385448
342238676,False,normal,30000000,455.72400388730745,382.0652270708316
342238934,False,normal,30000000,453.9681900929424,383.3530147603511
342238935,False,normal,30000000,451.5021557919317,380.672698568791
342238936,False,normal,30000000,452.0967711028631,381.42045271482755
342240098,False,normal,30000000,458.91999616749837,386.91304171201665
342240099,False,normal,30000000,457.7190763630151,386.81330380417637
342240100,False,normal,30000000,456.64777782341196,385.7571706132488
342240767,False,normal,30000000,470.62450895852515,388.99044785403305
342240770,False,normal,30000000,472.1379706812283,389.1627478914277
342240771,False,normal,30000000,466.5258215963002,392.3389519955318
342240773,False,normal,30000000,469.5184439973117,394.8508904269773
342240774,False,normal,30000000,470.2523713711313,394.8284774139887
342240775,False,normal,30000000,470.9666160226872,395.124609348188
342240777,False,normal,30000000,470.3520168630972,393.69185749245753
342241850,False,normal,30000000,462.402222861002,383.53680146692056
342241851,False,normal,30000000,463.21989077324787,383.67520182218175
342241852,False,normal,30000000,463.7746205121924,382.72260874664363
342241951,False,normal,30000000,467.26760563382686,384.7067607452838
342241952,False,normal,30000000,466.4859633994703,384.66025374332247
342241953,False,normal,30000000,467.16776851584456,385.5665799563327
342241954,False,normal,30000000,467.2034109418643,386.4860738144524
342241955,False,normal,30000000,467.10836447257805,387.356539206659
342241956,False,normal,30000000,466.77014467760034,387.95972941888823
342242062,False,normal,30000000,466.34281881769977,387.3615020881106
342242182,False,normal,30000000,471.8798505317799,399.34806148450355
342242189,False,normal,30000000,472.5034013605509,398.7485133868789
342242226,False,normal,30000000,471.43949410752083,398.7793312797494
342242227,False,normal,30000000,471.8486155025868,397.91334849014436
342242228,False,normal,30000000,471.35115454630585,397.1972527249256
342242229,False,normal,30000000,470.4018396090802,398.6459738524213
342242230,False,normal,30000000,470.78681613492097,398.01700867522504
342244570,False,normal,30000000,478.10903516336987,379.518148236873
342244571,False,normal,30000000,479.17217591263363,375.7202631848016
342244572,False,normal,30000000,480.19545846509465,375.8256043458765
342244806,False,normal,30000000,479.49295774648465,380.97667505752935
342244807,False,normal,30000000,481.59969339852114,380.4020614368748
342244808,False,normal,30000000,482.4635431637442,380.0804347003854
342244809,False,normal,30000000,483.6809427996529,380.17625033093543
342244810,False,normal,30000000,483.6410846029047,379.4890113199769
342244811,False,normal,30000000,485.02935983248955,378.6406387548551
342244812,False,normal,30000000,486.52697135192795,378.1008053275691
342244832,False,normal,30000000,503.0238574302727,386.4067877809805
342244998,False,normal,30000000,509.6324614352954,321.8864472713
